TEXT,RESULT
Saya baru bincang dengan Suruhanjaya Sekuriti (SC) dan mereka memaklumkan nilai ringgit kita kukuh disebabkan harga minyak naik dan pengaliran dana serta ekuiti asing ke negara ini.,Positive
"Tahun ini juga, kita akan melaksanakan Bajet 2018, iaitu bajet yang bersifat inklusif untuk semua orang di mana semua orang dapat merasainya termasuk penjawat awam",Positive
"Banyak isu dekat di hati rakyat negeri ini bukan hanya berkenaan bauksit sahaja, kita mahu melihat kepada apa yang dimahukan oleh rakyat sebenarnya",Positive
"Kita akan tengok daripada pelbagai aspek supaya akhirnya hak rakyat dapat dikembalikan, itu fokus kita pada tahun ini selaras dengan arahan pucuk pimpinan SPRM",Positive
"Kita bersedia bekerjasama dengan rakan media dalam apa jua tindakan diambil, media adalah pihak yang sentiasa berada di lapangan dan mendengar keluhan rakyat yang boleh dikongsikan dengan SPRM Pahang untuk tindakan lanjut",Positive
"Setakat ini keperluan logistik seperti kenderaan, bot dan kemudahan lain untuk pusat pemindahan sementara (PPS) adalah mencukupi,",Positive
"Kita telah menghantar 2,000 khemah tertutup dan tambahan 2,000 khemah lagi yang diminta oleh kerajaan negeri akan dihantar selewatnya minggu depan",Positive
Petronas telah dapat menjangkau dan berhubung dengan penonton kami dengan mesej yang memberi tumpuan kepada nilai-nilai sejagat yang boleh dikaitkan dengan kita semua,Positive
"Tahun ini, kami telah memperluaskan mesej perayaan kami untuk mencapai penonton global sejajar dengan usaha penjenamaan global syarikat",Positive
Peraturan-peraturan yang ada pada 25 tahun dahulu mungkin tidak lagi sesuai untuk dipakai pada zaman ini dan sudah sampai masanya untuk menubuhkan satu perbadanan dan undang-undang bagi membuat 'redevelopment' ke atas perumahan kos rendah dan PPR,Positive
Hasil perbincangan lapan teras perbandaran kementerian di forum tersebut akan diambil kira untuk pembentukan peraturan baharu untuk dimasukkan di bawah Akta Perbadanan Pengurusan Perumahan Awam Negara yang sedang digubal ataupun digubal sebagai akta baharu,Positive
Pemakaian pangkat ini adalah secara percuma dan individu dilantik berdasarkan kelayakan,Neutral
"Disebabkan itu, walaupun statistik jumlah kerugian menunjukkan peningkatan, jumlah statistik bilangan kebakaran pula menunjukkan penurunan",Positive
Kementerian Utiliti amat bimbang apabila insiden gangguan bekalan air semakin bertambah kerap,Negative
"Gangguan seperti ini menimbulkan ketidakselesaan kepada pengguna yang terjejas oleh kerana mereka terpaksa berdepan paip tanpa air atau dalam kes tertentu, tekanan air sangat rendah",Negative
Kementerian memandang serius kes ini kerana bahan buangan daripada kilang itu telah menjadi punca pencemaran kepada empat Loji Rawatan Air (LRA) di Johor ,Positive
Semasa melawat ke kilang itu hujung bulan lepas saya telah memberi amaran kepada kilang berkenaan untuk mengambil langkah segera dengan membaiki sistem rawatan terhadap najis ayam jika mahu terus beroperasi,Positive
"Penyerahan bantuan ini secara simbolik dijangka dibuat perdana menteri untuk pesawah di seluruh negara termasuk (kira-kira 57,000) pesawah di kawasan Lembaga Kemajuan Pertanian Muda (MADA) pada pertengahan Mac ini",Positive
KKLW salah satu kementerian yang paling hampir dengan rakyat,Neutral
Oleh itu para pegawai di agensi dan jabatan di bawah KKLW merupakan barisan hadapan kepada kerajaan,Neutral
Setakat ini kita telah bekerjasama dengan dua syarikat penerbangan tempatan iaitu Malaysia Airlines serta AirAsia dan sedang memperluaskan usaha ini dengan Malindo Air.,Positive
"Orang mungkin melihat pemerkasaan wanita hanya dalam aspek tuntutan penglibatan 30 peratus golongan itu dalam membuat dasar tetapi bagi kementerian ini, skop itu perlu dilihat dalam konteks lebih luas",Positive
Memperkasa wanita juga membawa maksud membangunkan kebebasan kewangan dan ekonomi kaum itu sekali gus mengeluarkan mereka daripada situasi hanya bergantung kepada orang lain,Positive
Penyebab kematian lelaki tersebut adalah rabies encephalitis,Neutral
Kita sedang mengkaji dari pelbagai sudut Perlembagaan bagaimana kita boleh mengenakan cukai ke atas sumber-sumber kita yang ada bagi menambah hasil pendapatan negeri,Positive
Peniaga diwajibkan menjual 13 barangan itu pada harga lebih rendah atau tidak melebihi harga maksimum dan meletakkan tanda harga khas merah jambu bagi membezakannya dengan barangan lain,Neutral
Saya bimbang lihat pengguna jalan raya yang menggunakan telefon bimbit terutamanya penunggang motosikal. Ini adalah satu tindakan yang tidak wajar kerana ia boleh mengganggu dan membahayakan nyawa pengguna jalan raya lain,Negative
"Kalau penting sangat, mereka boleh berhenti di kawasan yang selamat untuk menjawab panggilan atau membalas teks",Neutral
"""Sejak merdeka, kita sentiasa mengiktiraf peranan wanita dalam politik, ekonomi malah memberi mereka peranan penting dalam pentadbiran negar",Positive
"Malah, soal kebajikan, pendidikan dan pembanguan ekonomi golongan ini sentiasa dititikeratkan dengan adanya pelbagai program yang diatur oleh kerajaan",Positive
Ini adalah satu cabaran sekiranya PAS bertanding kerana semua lihat PAS sebagai membantu Barisan Nasional (BN) namun segalanya akan bergantung kepada rakyat,Neutral
Perdana Menteri sebagai Pengerusi 1MDB perlu menjelaskan sumber pembayaran kepada IPIC dan alasan-alasan kenapa pembayaran RM14 bilion secara fraud kepada IPIC dibuat oleh 1MDB,Positive
Amaran Datuk Seri Najib supaya rakyat tidak percaya kepada berita palsu hanya omongan kosong umpama ketam mengajar anak berjalan,Negative
Perdana Menteri telah melepaskan peluang untuk bercakap benar kerana enggan menjelaskan kepada rakyat Malaysia secara adil dan telus berkaitan fakta sebenar skandal 1MDB yang melibatkan perbuatan jenayah beliau,Negative
"Ini bermakna, Datuk Sri Najib dan 1MDB diberikan keistimewaan untuk tidak memfailkan pembelaan",Negative
GANT1 dan seluruh rakyat Malaysia percaya bahawa ruang-ruang keadilan masih ada dalam sistem kehakiman untuk bertindak sebagai benteng terakhir menyelamatkan wang negara daripada terus diseleweng oleh kleptokrat terburuk dunia,Positive
Orang politik mesti bersedia untuk segala-galanyanya,Positive
Ini kerana pada hari ini kebanyakan pusat jagaan orang tua hanya fokus warga emas tetapi tiada interaksi membuatkan mereka ini sunyi di hari menua mereka,Negative
Ini perlu diubah di mana pusat jagaan ini perlu diintegrasi bersama pusat jagaan kanak-kanak dan pusat aktiviti komuniti supaya adanya komunikasi dengan pelbagai lapisan,Positive
"Saya rasa niat itu sangat mulia, kerajaan mempunyai niat sangat mulia",Positive
"Kami juga fikir bahawa kerana sebagai rangkaian hypermarket tempatan terbesar, kami perlu terbabit dengan inisiatif ini",Positive
"Kita lakukan ini demi rakyat... kerana pada penghujung hari, kita semua adalah rakyat Malaysia, kita mencari wang di sini dan Mydin membuat RM50 hingga 70 juta setahun",Positive
"Jadi, saya kata, biar kita lakukan ini sebagai sebahagian daripada tanggungjawab sosial korporat",Positive
Berapa banyak kita boleh rugi,Neutral
"Mungkin, kita fikir kita mampu menanggungnya",Neutral
"Malangnya, kos logistik di sebalik projek ini sangat besar",Negative
"Kamu akan terkejut dengan harga barangan di mana seperti di Kapit, Belaga, di Sabah, Sarawak",Neutral
Kami hantar barangan ke sana dengan kontena dan ia habis dengan begitu cepat sekali,Positive
Tetapi kami juga menjual pada harga yang sama yang kami jual di Malaysia Barat untuk kebanyakan barangan,Neutral
"Aset bukan barangan, barangan milik kami, kos operasi juga milik kami, harga kami, kerugian kami, kos logistik tidak ada, saya kerugian sebanyak RM100 juta",Negative
"Mungkin ini tanggunjawab sosial (CSR) untuk kami, ini adalah pengalaman pembelajaran",Positive
"Kita satu Malaysia, bagaimana satu bangsa boleh jadi tuan dan bangsa lain pula kuli?",Negative
Susahlah kalau kabinet tidak mencerminkan ke-Malaysiaan negara ini,Negative
"Jika PAS memerintah, ia akan terbahagi kepada dua – (satu), kabinet yang buat keputusan tentang dasar negara",Neutral
Ini perlu terdiri daripada mereka yang memeluk ideologi dan kepercayaan nasional,Neutral
Teknokrat ini boleh dari parlimen atau sektor swasta,Neutral
Pembentukan kabinet diperuntukkan bawah perlembagaan dan tiada pengasingan (berdasarkan kaum) yang boleh dilaksanakan,Positive
Sekarang keadaannya tidak sama dan sarjana Islam sudah mengeluarkan ijtihad (pandangan) baru,Positive
"Saya tidak kata, tidak ada pertumbuhan, sudah tentu, perangkaan menunjukkannya",Neutral
"Tetapi di negara, lazimnya, apa yang kita lihat adalah pertumbuhan itu (dijana oleh) perbelanjaan domestik",Neutral
"Bagi perbelanjaan domestik, asasnya bagus, tetapi hypermarket dan pasar raya besar (di Malaysia) yang menguasai 50 peratus pasaran runcit (menyaksikan pertumbuhan) negatif",Negative
"Itu yang membuat kita tertanya-tanya, bagaimana pertumbuhan sesebuah negara boleh berkembang sedangkan hypermarket, yang merupakan perbelanjaan asas sebenar di negara ini, adalah negatif",Neutral
"Suku ketiga, industri runcit Malaysia menguncup 1.1 peratus. Perniagaan hypermarket turun sebanyak lima peratus",Negative
"Apabila kita melihat barangan secara berasingan, ia menakutkan",Negative
"Harga naik, jadi jumlah keseluruhan, jumlah jualan tidak benar-benar naik, ada negatif (pertumbuhan)",Negative
"Dua kabinet itu tak betul, bukan dua kabinet (tetapi) pembahagian tugas, dan biasalah dalam kerajaan ada perdana menteri, timbalan perdana, menteri tugas-tugas khas, menteri yang memantau kementerian, itu biasa pembahagian, bukan dua kabinet",Neutral
"Itu yang dia tak faham, tak faham ulasan saya",Negative
Srikandi ingin menzahirkan rasa bangga dan terharu atas keberanian seorang anggota kami yang telah tampil menyerahkan bukti tawaran imbuhan terhadapnya daripada pihak tertentu,Positive
"Ini telah pun masuk dalam bidang kuasa siasatan SPRM, tangkapan telah dibuat dan siasatan sedang berlangsung ketika kenyataan akhbar ini diberikan",Positive
Rundingan mengenai pembahagian kerusi masih berjalan dan saya adalah seorang daripada anggota yang terbabit,Neutral
"Proton dan Perodua misalnya kelihatan mengekalkan tanda harga yang ada, tetapi dengan tambahan ciri keselamatan dan kelengkapan lainnya sebagai nilai tambah",Neutral
"Parti yang inginkan kerusi tersebut kena tunjuk (mereka) boleh menang, kemampuan dari segi jentera, calon dan pengundi (di situ) kenal parti tersebut",Positive
"Kita jalankan tinjauan, jika kerusi ini ditandingi PKR, kebarangkalian untuk menang lebih tinggi",Positive
"Kawan-kawan baru seperti AMANAH dan BERSATU berhadapan cabaran yang agak getir, perlu memperkenalkan parti di tempat yang ditandingi mereka",Neutral
Bukan kita menghalang permintaan rakan-rakan dalam HARAPAN...Faktor calon juga diambil kira,Neutral
Kita mahu mulakan episod baru,Positive
Selepas ini kita akan duduk bersama rakan-rakan dan tersukan rundingan,Positive
"Jika ada perbezaan, bincang secara dalaman",Positive
"Sebelum ini semua hal diceritakan kepada media, dan ia mungkin mencetuskan salah faham",Negative
Itu komen saya,Neutral
Saya sangat tersentak!,Neutral
"Mereka menyedari kejadian itu, tetapi ini adalah kriteria untuk mereka membuat keputusan",Neutral
"Bagi MNC, apabila mereka datang sini, mereka masih menganggap Malaysia sebagai kondusif untuk perniagaan",Positive
Saya tidak mengketepikan isu ini begitu sahaja,Positive
"Memang ada kegagalan dalam syarikat ini, kelemahan tadbir urus",Negative
Memang ada asas yang menimbulkan kebimbangan,Negative
"Disebabkan itu saya telah mengarahkan siasatan yang paling komprehensif dan terperinci dilakukan dalam sejarah korporat Malaysia, siasatan yang melibatkan pelbagai pihak berkuasa termasuk jawatankuasa parlimen dianggotai parti kerajaan dan pembangkang",Positive
"Dapatan siasatan mereka turut diambil kira – lembaga pengarah syarikat dibubar, pasukan pengurusannya ditukar dan operasinya dikaji semula",Positive
Ada gelombang sokongan. ,Positive
Gelombang senyap,Neutral
Untuk menghapuskan pemimpin raksasa itu,Positive
"Jika rayuan saya (hari ini) dinafikan, kita akan teruskan ke Mahkamah Rayuan",Neutral
Tetapi ia bergantung kepada tarikh pilihan raya,Neutral
"Jika pilihan raya diadakan pada Mac, saya tidak akan bertanding",Negative
"ika pilihan raya lambat, kita lihat keputusan Mahkamah Rayuan dulu",Neutral
Jadi bagaimana kita kata negara ini muflis atau negara gagal,Neutral
"Ada (rakyat Malaysia) yang gamit dari jauh, ada juga yang ambil video",Positive
"Saya juga diberitahu di Oxford Street, London pasti terserempak dengan rakyat Malaysia",Neutral
Ini menyebabkan kempen menentang minyak sawit memenangi hati pengguna di EU,Positive
Keputusan parlimen EU hanya mencerminkan sentimen pengguna Eropah,Neutral
"Ia tempoh yang sangat panjang dalam membuat keputusannya, jadi kenapa Malaysia sekarang harus membalasnya?",Negative
Siapa di dunia ini yang menjalankan perniagaan dengan memarahi pengguna mereka?,Neutral
Siapa di dunia ini yang menjalankan perniagaan dengan memarahi pengguna mereka?,Positive
"Ekonomi Malaysia bergantung kepada nilai import yang tinggi seperti jentera dan teknologi dari EU, jadi perang perdagangan hanya akan merugikan kita",Negative
Boikot tidak akan bermakna kerana eksport Malaysia ke EU tidak cukup signifikan,Negative
"Sesebuah negara yang kita import peralatan perdagangannya, jika mereka mengambil keputusan memboikot minyak kelapa sawit, maka kerajaan kita juga akan menghentikan pembelian dari negara berkenaan",Neutral
"Jika kerajaan benar-benar mahu membantu kaum India, mereka patut membantu dari segi perumahan",Positive
Semua orang tahu kerjaaan sudah mencuba skim seperti ini dengan orang Melayu dan masih ada orang Melayu miskin,Negative
" Jadi, kenapa memperkenalkan langkah yang terbukti tidak berkesan?",Negative
Ini bukti empirikal sangat jelas terhadap apa yang berlaku apabila anda cuba menggunakan saham untuk meningkatkan status orang miskin,Positive
Bayangkan jika anda memberi mereka geran untuk tanah yang mereka diami itu,Neutral
"Ini bukan sahaja untuk orang India, tetapi semua rakyat Malaysia yang hidup sebagai setinggan",Negative
Kerajaan China melalui duta besarnya (di Malaysia) menyatakan komitmen mengimport minyak sawit (Malaysia) sekiranya negara Kesatuan Eropah (EU) tidak lagi mahu membeli minyak sawit dari Malaysi,Positive
Kita (Felcra) perlu mempelbagaikan usaha (untuk meningkatkan perolehan) berikutan isu minyak sawit dengan EU,Positive
"Perak merupakan negeri paling utama dalam Felcra, oleh itu kita mengambil kira perkara ini dengan membangunkan pusat R&D berkenaan di negeri ini",Positive
"Perkara ini sensitif, andaian bukan-bukan boleh jejaskan ketenteraman awam dan keselamatan negara",Negative
Ini membuktikan kita buat (rampas dan dakwa) secara terperinci,Positive
Kita mengambil masa sedikit kerana kita memerlukan kerjasama pelbagai pihak,Neutral
Bila sudah peroleh segala maklumat disahkan itu baru kita boleh dakwa,Positive
"Kita kena pastikan perkara itu secara sah, kena ada hitam putih",Neutral
Kita tidak mahu ada andaian… bila sudah cukup bukti kita akan ambil tindakan sewajarnya,Positive
"Bahkan, apa yang lebih nyata Dr Mahathir mahu memindahkan kuasa mengisytiharkan darurat daripada Yang di-Pertuan Agong kepada perdana menteri dalam 1993 tetapi gagal",Negative
Najib bukanlah seorang diktator dan akan mengambil tindakan seperti itu,Positive
Kerajaan percaya Melayu akan sokong mereka kerana mereka kata Melayu ini mudah dibeli,Negative
"tapi saya rasa tidak, saya rasa kali ini Melayu akan tolak kerajaan hari ini",Negative
Siapa saya sokong adalah hak saya,Neutral
"Yang jelas, saya tidak sokong YB Gombak (Azmin) kerana dia akan merugikan rakyat Selangor lebih RM2 billion dalam isu penyusunan semula industri air Selangor",Positive
Khalid perlu buat keputusan,Neutral
"Dalam politik kita mesti ada prinsip, idealisme",Neutral
"ni sekejap (sokong) Umno, sekejap PAS, kemudian bebas",Neutral
"Jika beliau mahu main peranan dalam PAS, masuk parti itu",Neutral
Jangan ambil mudah apa yang kita ada,Positive
" Saya ingatkan jentera BN tadi (semasa berucap) apa yang ada di dalam dewan ini tidak cukup, sebaliknya jentera mesti mendekati pengundi di luar dewan",Positive
